273.	4.863187414715319
273.2	4.9681242482748385
273.4	4.946852389514265
273.6	4.957710107293549
273.8	4.952376209889287
274.	5.03058083889825
274.2	4.999421692224099
274.4	5.103860720059169
274.6	4.958746203027696
274.8	5.036904596755884
275.	5.028738400602852
275.2	5.03766905101549
275.4	4.948544891343662
275.6	4.905975374271603
275.8	4.999574670433051
276.	5.073527328691885
276.2	5.0038932184585825
276.4	5.049656433658808
276.6	4.889381202031141
276.8	5.069781922192969
277.	5.050146938420798
277.2	5.02681012184131
277.4	4.955798361917787
277.6	5.017852312884422
277.8	5.0753979975679595
278.	4.953266480892923
278.2	5.041192050314536
278.4	4.983269656057031
278.6	5.109412783712212
278.8	4.951572521444996
279.	4.972973085128063
279.2	4.943412704861165
279.4	5.005665585939588
279.6	4.937655622286591
279.8	5.080061829276506
280.	4.948788873026036
280.2	5.018994996655398
280.4	5.014362896247258
280.6	5.049275437019767
280.8	5.082401028992215
281.	5.131741034753626
281.2	4.754672026335254
281.4	4.858139382762561
281.6	5.040764580862936
281.8	5.009638912118969
282.	4.965523835200748
282.2	4.985321006206865
282.4	5.017487979374316
282.6	4.9882963582777435
282.8	5.027837861202147
283.	4.900288963782683
283.2	5.079125137430509
283.4	4.8896626475875395
283.6	4.923841080450361
283.8	5.133652241888104
284.	4.9824194745265284
284.2	5.042797322817614
284.4	4.917514431902479
284.6	4.957124590077237
284.8	4.899901158653384
285.	4.99881831154118
285.2	4.9736923500578145
285.4	5.0223667546658355
285.6	4.931474142739982
285.8	5.026521816901934
286.	4.999338618631537
286.2	5.132691077188393
286.4	5.128844491400434
286.6	4.993267428598856
286.8	4.969038518946267
287.	4.972210653183345
287.2	5.056217283733642
287.4	4.918142740515581
287.6	5.033813581168586
287.8	4.887377850125933
288.	4.945840692521771
288.2	4.9583191076463144
288.4	5.040297486873845
288.6	4.978540635903946
288.8	5.044216218247452
289.	5.098997665561772
289.2	5.070231004974475
289.4	4.980200551182631
289.6	5.0515758744850086
289.8	5.09484287078012
290.	5.130022625283966
290.2	4.998578572815103
290.4	4.88911004603451
290.6	5.040326485388052
290.8	5.00830612530129
291.	4.931181121005063
291.2	5.0528416737857125
291.4	4.875637267840034
291.6	5.040835911389887
291.8	5.0934225145247956
292.	5.027414460321008
292.2	5.0048742580314585
292.4	4.972655051934283
292.6	5.067823212128385
292.8	5.082828657397537
293.	5.103116766023347
293.2	4.97439713857827
293.4	4.931232700881275
293.6	4.980942788944219
293.8	5.06763000604444
294.	4.861035766878431
294.2	5.0360672119362
294.4	4.9402248694292545
294.6	5.0253934966951865
294.8	5.06432007668167
295.	5.122693477495532
295.2	5.1027322775406025
295.4	5.067829100060142
295.6	4.935215283971413
295.8	5.034353281165784
296.	4.991926046025437
296.2	5.1214030306172855
296.4	5.0248749153518
296.6	5.100030331694535
296.8	5.082124759900066
297.	5.079592136949427
297.2	5.03948395846858
297.4	5.0744304916525484
297.6	4.959593649692428
297.8	4.924418464873269
298.	4.9817400765425575
298.2	5.037479899489396
298.4	4.94359719522539
298.6	5.071302018182427
298.8	4.883379246771054
299.	5.00942308476286
299.2	4.9657303880179615
299.4	5.0816094261710925
299.6	4.97302053356917
299.8	5.151232177507299
300.	5.1450616905319135
300.2	4.973161697328636
300.4	4.984804582486423
300.6	4.865683820039237
300.8	5.025962779878834
301.	4.981181839380817
301.2	5.013625438293463
301.4	5.028775161876611
301.6	4.996899919495372
301.8	5.10118058828475
302.	4.898880026485434
302.2	5.114219832381672
302.4	4.865673750963417
302.6	4.895647281304346
302.8	5.037412267271145
303.	5.149121103944074
303.2	4.973673895268776
303.4	4.95499765838315
303.6	5.174821698043565
303.8	4.908852449526995
304.	4.896614764019781
304.2	4.7879986342854
304.4	5.052724871047345
304.6	4.938036044551446
304.8	4.916295014713232
305.	5.119577397637642
305.2	4.992616527001017
305.4	5.15574906203284
305.6	5.149280350604706
305.8	4.976663576677979
306.	5.103053519907134
306.2	5.018888262226522
306.4	4.987338502305321
306.6	5.0133211513764975
306.8	4.87273764544225
307.	5.011360108937028
307.2	5.066790267073948
307.4	5.003082730344645
307.6	5.019088808878985
307.8	4.986171290702425
308.	5.037966847624187
308.2	4.903706367163513
308.4	5.112025055464497
308.6	4.9905960492303825
308.8	4.901643962966941
309.	4.9488232137955555
309.2	5.123391161719888
309.4	4.8748166780014355
309.6	5.0392952525341
309.8	5.05005989427772
310.	5.061211942075975
310.2	5.054565552960347
310.4	5.046752990016012
310.6	5.011028844262249
